GEN UID,Bus ID,Unit Type,Fuel,MW Inj,MVAR Inj,V Setpoint p.u.,PMax MW,PMin MW,QMax MVAR,QMin MVAR,Min Down Time Hr,Min Up Time Hr,Ramp Rate MW/Min,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fuel Price $/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,capex1,capex2,capex3,fuel_cost1,fuel_cost2,fuel_cost3,fixed_ops1,fixed_ops2,fixed_ops3,var_ops1,var_ops2,var_ops3
123,50,PV,S,,,1,6.666666667,0,1.02,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
124,98,CT,G,,,1,44,13.2,0,0,8,6,,,,,,,,6,0,0.6,1,,,,107,48.94,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
125,50,WIND,W,,,1,174.1999763,0,26.45,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
126,50,PV,S,,,1,300,0,19.17,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
127,50,PV,S,,,1,385,0,24.6,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
128,50,WIND,W,,,1,249.499976,0,42.49,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
129,48,CT,G,,,1,126.5,37.95,26.94,-18.22,8,6,,,,,,,,51,0,0.6,1,,,,357,37.94,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
130,48,CT,G,,,1,209,62.7,44.52,-30.1,8,6,,,,,,,,14,0,0.6,1,,,,501,24.66,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
131,48,WIND,W,,,1,100.000041,0,31.95,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
132,48,WIND,W,,,1,147.000042,0,41.96,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
133,18,WIND,W,,,1,139.8039648,0,38.34,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
134,18,WIND,W,,,1,6.18E-05,0,1.92,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
135,18,WIND,W,,,1,187.3297783,0,42.62,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
136,85,WIND,W,,,1,153.0000243,0,43.24,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
137,85,CT,G,,,1,200,60,42.6,-28.8,8,6,,,,,,,,24,0,0.6,1,,,,80,53.6,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
138,85,CT,G,,,1,201.6,60.48,42.94,-29.03,8,6,,,,,,,,36,0,0.6,1,,,,194,35.29,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
139,70,WIND,W,,,1,149.7999882,0,21.26,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
140,2,WIND,W,,,1,250.5999989,0,42.73,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
141,14,WIND,W,,,1,229.9999967,0,38.34,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
142,14,PV,S,,,1,703.3333333,0,44.94,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
143,53,WIND,W,,,1,238.499988,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
144,62,CT,G,,,1,52.1,15.63,26.52,-5.78,8,6,,,,,,,,75,0,0.6,1,,,,590,52.2,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
145,66,WIND,W,,,1,100.0000361,0,31.95,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
146,75,WIND,W,,,1,267.9999992,0,46.43,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
147,75,CT,G,,,1,181.7,54.51,38.7,-26.16,8,6,,,,,,,,22,0,0.6,1,,,,531,51.42,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
148,83,CT,G,,,1,13.9,4.17,0,0,8,6,,,,,,,,7,0,0.6,1,,,,418,47.68,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
149,52,CT,G,,,1,10,3,0,0,8,6,,,,,,,,25,0,0.6,1,,,,38,56.96,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
150,52,CT,G,,,1,10,3,0,0,8,6,,,,,,,,51,0,0.6,1,,,,77,46.77,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
151,52,CT,G,,,1,40.7,12.21,0,0,8,6,,,,,,,,7,0,0.6,1,,,,353,32,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
152,52,PV,S,,,1,14.66666667,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
153,83,PV,S,,,1,18.33333333,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
154,70,PV,S,,,1,132,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
155,79,CT,G,,,1,30,9,0,0,8,6,,,,,,,,50,0,0.6,1,,,,507,55.02,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
156,43,CT,G,,,1,661.5,198.45,308.26,-80.7,8,6,,,,,,,,70,0,0.6,1,,,,2325,43.19,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
157,16,WIND,W,,,1,249.999999,0,42.6,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
158,16,PV,S,,,1,536.6666667,0,34.29,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
159,38,WIND,W,,,1,1.46E-05,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
160,108,PV,S,,,1,4.666666667,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
161,74,PV,S,,,1,100,0,6.39,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
162,6,WIND,W,,,1,162.4999844,0,23.96,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
163,120,WIND,W,,,1,185.3999876,0,28.84,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
164,3,PV,S,,,1,33.33333333,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
165,82,COAL,C,,,1,1175.4,352.62,547.74,-143.4,12,24,,,,,,,,356,0,0.6,1,,,,2367,18.54,,,,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
166,27,CT,G,,,1,927.5,278.25,432.22,-113.15,8,6,,,,,,,,21,0,0.6,1,,,,2558,31.66,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
167,76,PV,S,,,1,10.66666667,0,1.63,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
168,76,PV,S,,,1,5.333333333,0,0.81,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
169,76,WIND,W,,,1,1.55E-05,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
170,76,PV,S,,,1,11.66666667,0,1.78,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
171,76,CT,G,,,1,357.6,107.28,200.26,-22.89,8,6,,,,,,,,24,0,0.6,1,,,,406,43.4,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
172,13,PV,S,,,1,14,0,2.14,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
173,13,PV,S,,,1,21.33333333,0,3.26,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
174,13,CT,G,,,1,418,125.4,234.08,-26.75,8,6,,,,,,,,77,0,0.6,1,,,,1556,31.35,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
175,82,COAL,C,,,1,852.2,255.66,397.13,-103.97,12,24,,,,,,,,237,0,0.6,1,,,,2029,19.84,,,,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
176,82,CT,G,,,1,1850.8,555.24,1036.45,-118.45,8,6,,,,,,,,73,0,0.6,1,,,,2164,32.69,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
177,98,COAL,C,,,1,1108.3,332.49,620.65,-70.93,12,24,,,,,,,,145,0,0.6,1,,,,2935,18.86,,,,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
178,81,CT,G,,,1,803.2,240.96,449.79,-51.4,8,6,,,,,,,,79,0,0.6,1,,,,799,43.85,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
179,1,CT,G,,,1,109.9,32.97,55.94,-12.2,8,6,,,,,,,,62,0,0.6,1,,,,101,38.63,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
180,54,CT,G,,,1,939.6,281.88,526.18,-60.13,8,6,,,,,,,,33,0,0.6,1,,,,3039,49,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
181,98,COAL,C,,,1,1980,594,922.68,-241.56,12,24,,,,,,,,278,0,0.6,1,,,,1473,19.64,,,,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
182,78,CT,G,,,1,2379.6,713.88,1108.89,-290.31,8,6,,,,,,,,24,0,0.6,1,,,,1261,32.54,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
183,1,CT,G,,,1,713.4,214.02,0,0,8,6,,,,,,,,44,0,0.6,1,,,,2955,55.24,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
184,98,CT,G,,,1,570,171,319.2,-36.48,8,6,,,,,,,,76,0,0.6,1,,,,2028,37.99,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
185,117,COAL,C,,,1,1186.8,356.04,553.05,-144.79,12,24,,,,,,,,114,0,0.6,1,,,,2454,18.83,,,,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
186,102,CT,G,,,1,1036,310.8,580.16,-66.3,8,6,,,,,,,,30,0,0.6,1,,,,2012,34.65,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
187,55,COAL,C,,,1,1314.8,394.44,612.7,-160.41,12,24,,,,,,,,272,0,0.6,1,,,,2229,19.15,,,,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
188,27,PV,S,,,1,19,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
189,27,CT,G,,,1,746,223.8,417.76,-47.74,8,6,,,,,,,,71,0,0.6,1,,,,3562,40.21,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
190,58,PV,S,,,1,16,0,2.44,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
191,58,PV,S,,,1,41.33333333,0,6.31,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
192,58,WIND,W,,,1,332.5999964,0,158.26,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
193,58,CT,G,,,1,1734,520.2,971.04,-110.98,8,6,,,,,,,,49,0,0.6,1,,,,1040,55.64,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
194,7,WIND,W,,,1,176.499995,0,58.95,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
195,40,CT,G,,,1,1280,384,716.8,-81.92,8,6,,,,,,,,11,0,0.6,1,,,,2874,49.18,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
196,87,PV,S,,,1,10.66666667,0,1.63,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
197,87,CT,G,,,1,427.7,128.31,199.31,-52.18,8,6,,,,,,,,76,0,0.6,1,,,,1402,33.18,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
198,43,PV,S,,,1,20,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
199,63,WIND,W,,,1,129.9999691,0,44.8,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
200,63,PV,S,,,1,34.66666667,0,5.29,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
201,42,CT,G,,,1,603.6,181.08,281.28,-73.64,8,6,,,,,,,,53,0,0.6,1,,,,1182,53.74,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
202,115,CT,G,,,1,788.4,236.52,441.5,-50.46,8,6,,,,,,,,19,0,0.6,1,,,,1054,56.45,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
203,99,CT,G,,,1,803.2,240.96,449.79,-51.4,8,6,,,,,,,,59,0,0.6,1,,,,3625,29.19,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
204,28,WIND,W,,,1,856.9999804,0,451.92,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
205,77,WIND,W,,,1,1057.999957,0,469.73,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
206,22,WIND,W,,,1,1799.800027,0,862.01,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
207,89,CT,G,,,1,634.7,190.41,295.77,-77.43,8,6,,,,,,,,28,0,0.6,1,,,,975,26.44,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
208,86,CT,G,,,1,153.9,46.17,86.18,-9.85,8,6,,,,,,,,43,0,0.6,1,,,,420,29.66,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
209,89,CT,G,,,1,590.6,177.18,275.22,-72.05,8,6,,,,,,,,28,0,0.6,1,,,,673,25.32,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
210,106,PV,S,,,1,4.333333333,0,0.66,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
211,106,CT,G,,,1,536.4,160.92,300.38,-34.33,8,6,,,,,,,,40,0,0.6,1,,,,1821,49.27,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
212,92,CT,G,,,1,230,69,128.8,-14.72,8,6,,,,,,,,28,0,0.6,1,,,,61,29.13,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
213,90,CT,G,,,1,35,10.5,16.31,-4.27,8,6,,,,,,,,7,0,0.6,1,,,,66,49.72,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
214,90,PV,S,,,1,25,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
215,90,CT,G,,,1,923.8,277.14,517.33,-59.12,8,6,,,,,,,,50,0,0.6,1,,,,1258,39.21,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
216,68,CT,G,,,1,48,14.4,26.88,-3.07,8,6,,,,,,,,57,0,0.6,1,,,,369,32.84,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
217,68,PV,S,,,1,16.66666667,0,2.8,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
218,68,PV,S,,,1,23,0,3.86,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
219,68,PV,S,,,1,15.66666667,0,0,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
220,68,CT,G,,,1,815,244.5,456.4,-52.16,8,6,,,,,,,,25,0,0.6,1,,,,1533,41.47,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
221,90,PV,S,,,1,13.33333333,0,2.04,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
222,90,CT,G,,,1,878.4,263.52,409.33,-107.16,8,6,,,,,,,,65,0,0.6,1,,,,2327,47.09,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
223,100,CT,G,,,1,453.2,135.96,253.79,-29,8,6,,,,,,,,17,0,0.6,1,,,,2943,42.96,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
224,100,CT,G,,,1,252,75.6,0,0,8,6,,,,,,,,57,0,0.6,1,,,,289,55.75,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
225,86,PV,S,,,1,12.33333333,0,2.07,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
226,86,CT,G,,,1,102.7,30.81,57.51,-6.57,8,6,,,,,,,,75,0,0.6,1,,,,156,54.7,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
227,54,CT,G,,,1,1189.9,356.97,666.34,-76.15,8,6,,,,,,,,49,0,0.6,1,,,,663,37.29,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
228,44,CT,G,,,1,10.2,3.06,5.19,-1.13,8,6,,,,,,,,31,0,0.6,1,,,,208,52.66,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
229,44,CT,G,,,1,918.3,275.49,514.25,-58.77,8,6,,,,,,,,7,0,0.6,1,,,,2112,38.55,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
230,91,CT,G,,,1,1690,507,787.54,-206.18,8,6,,,,,,,,66,0,0.6,1,,,,1637,41.73,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
231,91,CT,G,,,1,101.9,30.57,57.06,-6.52,8,6,,,,,,,,48,0,0.6,1,,,,600,27.82,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
232,91,COAL,C,,,1,939.7,281.91,526.23,-60.14,12,24,,,,,,,,368,0,0.6,1,,,,2470,18.48,,,,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
233,91,PV,S,,,1,14.33333333,0,2.41,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
234,91,CT,G,,,1,643.6,193.08,360.42,-41.19,8,6,,,,,,,,25,0,0.6,1,,,,2859,32.09,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
235,65,CT,G,,,1,4008.4,1202.52,1867.91,-489.02,8,6,,,,,,,,11,0,0.6,1,,,,1913,42.32,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
236,31,WIND,W,,,1,530.1000171,0,324.86,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
237,19,WIND,W,,,1,522.0000273,0,320.32,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
238,49,PV,S,,,1,136.6666667,0,22.96,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
239,33,CT,G,,,1,15,4.5,8.4,-0.96,8,6,,,,,,,,4,0,0.6,1,,,,419,35.24,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
240,15,PV,S,,,1,22.66666667,0,3.46,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,981.7075546,754.3966071,720.7850088,0,0,0,18.1653519,15.22157173,14.72060919,0,0,0
241,15,COAL,C,,,1,1176,352.8,658.56,-75.26,12,24,,,,,,,,238,0,0.6,1,,,,2972,19.38,,,,3009.084047,2863.00038,2715.719307,19.27003,19.73475,18.93942,73.16,71.08,69.84,7.85,7.56,7.44
242,52,CT,G,,,1,1795.4,538.62,836.66,-219.04,8,6,,,,,,,,17,0,0.6,1,,,,3296,44.18,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
243,88,CT,G,,,1,376.9,113.07,211.06,-24.12,8,6,,,,,,,,59,0,0.6,1,,,,37,50.29,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
244,33,CT,G,,,1,215.2,64.56,120.51,-13.77,8,6,,,,,,,,75,0,0.6,1,,,,8,44.91,,,,958.3056411,928.7012334,908.9649616,21.62404,18.03036,22.80128,26.87,26.87,26.87,1.76,1.76,1.76
245,113,WIND,W,,,1,260.0000216,0,144.46,0,0,0,,,,,,,,0,0,0.6,1,,,,0,0,,,,1206,955.919273,908.1233094,0,0,0,40.975,38.95,37.489375,0,0,0
